RNA	protein	label
ENSMUST00000146887	Q09XV5	1
ENSMUST00000181653	Q09XV5	1
ENSMUST00000181805	B2RWS6	1
ENSMUST00000197486	E9QL53	0
ENSMUST00000194535	Q69ZR2	0
ENSMUST00000180797	Q9WU42-2	0
ENSMUST00000197086	B2RWS6	1
ENSMUST00000207574	J3QNP0	0
ENSMUST00000181746	E9Q1M6	0
ENSMUST00000148318	Q09XV5	1
ENSMUST00000130251	Q09XV5	1
ENSMUST00000020222	Q01705	1
ENSMUST00000139065	Q80T79-1	0
ENSMUST00000204397	Q03172	0
ENSMUST00000187560	A2AIR7	0
ENSMUST00000133221	Q09XV5	1
ENSMUST00000126959	B7ZCD1	0
ENSMUST00000204181	B2RWS6	1
ENSMUST00000180518	Q6PNC0	0
ENSMUST00000217551	A0A571BDS5	0
ENSMUST00000187553	B2RWS6	1
ENSMUST00000143564	Q6ZQ93-3	0
ENSMUST00000194723	H9KV00	0
ENSMUST00000196847	Q62407-4	0
ENSMUST00000227799	Q80T79-1	0
ENSMUST00000146232	B2RWS6	1
ENSMUST00000137673	B7FAV1	0
ENSMUST00000153726	P45481	1
ENSMUST00000190493	A0A1D5RLV7	0
ENSMUST00000181511	E9PV66	0
ENSMUST00000190367	B2RWS6	1
ENSMUST00000145279	Q70FJ1	0
ENSMUST00000203466	A0A087WNL7	0
ENSMUST00000200266	A0A571BDS5	0
ENSMUST00000203985	P45481	1
ENSMUST00000208972	P45481	1
ENSMUST00000199606	Q09XV5	1
ENSMUST00000193537	Q8BV79	0
ENSMUST00000162828	P45481	1
ENSMUST00000190118	B2RWS6	1
ENSMUST00000197735	Q09XV5	1
ENSMUST00000194944	Q61687	1
ENSMUST00000209271	F7A4A7-2	0
ENSMUST00000181103	P45481	1
ENSMUST00000156095	B2RWS6	1
ENSMUST00000140488	Q01705	1
ENSMUST00000195610	Q5RIM6	0
ENSMUST00000153659	Q09XV5	1
ENSMUST00000220477	E9Q7G0	0
ENSMUST00000192078	Q09XV5	1
ENSMUST00000198056	Q5DU37	0
ENSMUST00000227016	E9Q557	0
ENSMUST00000197634	Q09XV5	1
ENSMUST00000138288	P45481	1
ENSMUST00000198850	Q09XV5	1
ENSMUST00000146644	B2RWS6	1
ENSMUST00000203778	B2RWS6	1
ENSMUST00000151782	Q09XV5	1
ENSMUST00000231264	A0A087WPR7	0
ENSMUST00000184493	Q09XV5	1
ENSMUST00000218629	Q6ZQ93-3	0
ENSMUST00000181885	P45481	1
ENSMUST00000123574	Q09XV5	1
ENSMUST00000205039	Q9QYC1	0
ENSMUST00000208277	B2RWS6	1
ENSMUST00000181092	Q09XV5	1
ENSMUST00000196510	Q61315	0
ENSMUST00000229850	C8YR32	0
ENSMUST00000148064	Q01705	1
ENSMUST00000231264	H7BWZ9	0
ENSMUST00000133391	Q01705	1
ENSMUST00000154065	B2RWS6	1
ENSMUST00000210694	E9Q4F7	0
ENSMUST00000189191	E9Q411	0
ENSMUST00000191045	Q09XV5	1
ENSMUST00000238352	V9GX23	0
ENSMUST00000205735	Q09XV5	1
ENSMUST00000181277	A0A286YDF5	0
ENSMUST00000181055	C8YR32	0
ENSMUST00000213107	Q70FJ1-3	0
ENSMUST00000194697	Q9QX47-3	0
ENSMUST00000186531	P45481	1
ENSMUST00000151782	P45481	1
ENSMUST00000196628	P45481	1
ENSMUST00000148448	Q01705	1
ENSMUST00000199042	E9Q5W5	0
ENSMUST00000196026	E9QKK1	0
ENSMUST00000062249	A2AJK6	1
ENSMUST00000203139	G3X8Q1	0
ENSMUST00000194431	B2RWS6	1
ENSMUST00000209286	A0A087WPR7	0
ENSMUST00000181714	B2RWS6	1
ENSMUST00000198725	Q01705	1
ENSMUST00000196470	A2AF47	0
ENSMUST00000192858	Q8K284	0
ENSMUST00000213973	V9GX91	0
ENSMUST00000126212	Q01705	1
ENSMUST00000199690	Q8BL99-5	0
ENSMUST00000203407	Q99246-3	0
ENSMUST00000218379	Q8BQM9-2	0
ENSMUST00000186234	Q09XV5	1
ENSMUST00000181876	B2RWS6	1
ENSMUST00000146909	D3Z3A8	0
ENSMUST00000234040	E9Q1M6	0
ENSMUST00000232950	A0A140T8W1	0
ENSMUST00000143898	P45481	1
ENSMUST00000141035	P45481	1
ENSMUST00000207061	E9PWX8	0
ENSMUST00000160588	G3X973	0
ENSMUST00000156345	B2RWS6	1
ENSMUST00000209836	B7ZNJ5	0
ENSMUST00000148699	Q01705	1
ENSMUST00000155688	Q09XV5	1
ENSMUST00000218352	Q6DFZ2	0
ENSMUST00000131907	G3X973	0
ENSMUST00000214737	A0A1D5RLU3	0
ENSMUST00000124462	Q01705	1
ENSMUST00000233479	Q99246-3	0
ENSMUST00000130373	Q80U35	0
ENSMUST00000195908	O08523	0
ENSMUST00000195397	B2RWS6	1
ENSMUST00000188123	P45481	1
ENSMUST00000181272	P45481	1
ENSMUST00000210090	F6RXI4	0
ENSMUST00000181190	B2RWS6	1
ENSMUST00000197944	Q99MY8	0
ENSMUST00000123668	B2RWS6	1
ENSMUST00000048606	Q01705	1
ENSMUST00000217654	P97499	0
ENSMUST00000206216	Q01705	1
ENSMUST00000192078	B2RWS6	1
ENSMUST00000142871	E9Q447	0
ENSMUST00000231640	Q80T79-1	0
ENSMUST00000181289	Q09XV5	1
ENSMUST00000238801	E9Q526	0
ENSMUST00000093873	E9PUM4	0
ENSMUST00000132264	Q01705	1
ENSMUST00000101355	E9Q526	0
ENSMUST00000143429	B2RWS6	1
ENSMUST00000192966	P97499	0
ENSMUST00000197227	Q3UHL6	0
ENSMUST00000155691	P45481	1
ENSMUST00000152384	P45481	1
ENSMUST00000149865	Q09XV5	1
ENSMUST00000194532	Q09XV5	1
ENSMUST00000217069	Q8VBX6	0
ENSMUST00000197639	A0A0N4SVX9	0
ENSMUST00000193040	Q01705	1
ENSMUST00000181067	B2RWS6	1
ENSMUST00000219628	V9GX91	0
ENSMUST00000201941	A0A1L1SUH6	0
ENSMUST00000194223	Q09XV5	1
ENSMUST00000148892	Q8BV79	0
ENSMUST00000187676	P97499	0
ENSMUST00000233925	E9PWX8	0
ENSMUST00000195676	E9Q202	0
ENSMUST00000224451	Q09XV5	1
ENSMUST00000178987	Q09XV5	1
ENSMUST00000177130	B2RWS6	1
ENSMUST00000195193	Q01705	1
ENSMUST00000181680	Q01705	1
ENSMUST00000203055	A2AUY4	0
ENSMUST00000134436	Q80T79-1	0
ENSMUST00000209854	H9KV00	0
ENSMUST00000181092	B2RWS6	1
ENSMUST00000072612	A0A1D5RLU3	0
ENSMUST00000185979	B2RWS6	1
ENSMUST00000191913	Q01705	1
ENSMUST00000066157	A2AJX4	0
ENSMUST00000188123	B2RWS6	1
ENSMUST00000189429	Q5SS00	0
ENSMUST00000205146	B2RWS6	1
ENSMUST00000237275	Q8K284	0
ENSMUST00000155952	E9Q9V3	0
ENSMUST00000163245	O08523	0
ENSMUST00000134436	Q09XV5	1
ENSMUST00000204297	B2RWS6	1
ENSMUST00000180763	Q01705	1
ENSMUST00000181958	Q09XV5	1
ENSMUST00000177130	J3QNP0	0
ENSMUST00000203974	Q62407-4	0
ENSMUST00000204561	B2RWS6	1
ENSMUST00000221353	J3QNP0	0
ENSMUST00000186471	Q01705	1
ENSMUST00000199654	E9PWB6	0
ENSMUST00000152669	Q8BL99-5	0
ENSMUST00000181390	B2RWS6	1
ENSMUST00000146034	B2RWS6	1
ENSMUST00000190917	Q01705	1
ENSMUST00000209414	B2RWS6	1
ENSMUST00000227908	Q9WU42-2	0
ENSMUST00000134284	B2RWS6	1
ENSMUST00000151220	F7A4A7-2	0
ENSMUST00000168625	F8VPM9	0
ENSMUST00000140669	A0A1D5RLV7	0
ENSMUST00000192033	B7ZNJ5	0
ENSMUST00000221484	J3QNP0	0
ENSMUST00000194664	Q80T79	0
ENSMUST00000181092	Q01705	1
ENSMUST00000192432	Q8VBX6	0
ENSMUST00000193009	E9QPR7	0
ENSMUST00000189514	P45481	1
ENSMUST00000153106	Q99MY8	0
ENSMUST00000125600	V9GX91	0
ENSMUST00000182453	B2RWS6	1
ENSMUST00000225266	E9Q7P2	0
ENSMUST00000168347	Q01705	1
ENSMUST00000213227	Q9QYC1	0
ENSMUST00000199995	Q01705	1
ENSMUST00000160182	B2RWS6	1
ENSMUST00000146902	B2RWS6	1
ENSMUST00000199285	Q6KCD5-2	0
ENSMUST00000149452	B2RWS6	1
ENSMUST00000137776	Q9ESD7	0
ENSMUST00000235397	Q8C8R3-2	0
ENSMUST00000192391	A0A087WNL7	0
ENSMUST00000190228	B2RWS6	1
ENSMUST00000211381	B2RWS6	1
ENSMUST00000203270	A0A087WPR7	0
ENSMUST00000071008	E9QAQ8	0
ENSMUST00000143428	P45481	1
ENSMUST00000181085	Q09XV5	1
ENSMUST00000131570	Q09XV5	1
ENSMUST00000209940	O08523	0
ENSMUST00000178129	A2AJK6	1
ENSMUST00000187920	P45481	1
ENSMUST00000185499	B2RWS6	1
ENSMUST00000150024	B2RWS6	1
ENSMUST00000205892	B2RWS6	1
ENSMUST00000221601	Q6RT24	0
ENSMUST00000179324	E9Q5W5	0
ENSMUST00000131401	B2RWS6	1
ENSMUST00000195992	Q09XV5	1
ENSMUST00000191701	Q9QYC1	0
ENSMUST00000181436	G3X8Q1	0
ENSMUST00000181160	A2AJK6	1
ENSMUST00000193692	Q4VA61	0
ENSMUST00000132267	Q09XV5	1
ENSMUST00000207140	B2RWS6	1
ENSMUST00000192517	V9GX91	0
ENSMUST00000035939	Q09XV5	1
ENSMUST00000180546	B2RWS6	1
ENSMUST00000202859	P45481	1
ENSMUST00000197084	Q6KCD5-2	0
ENSMUST00000162380	Q9ESE1-2	0
ENSMUST00000161643	Q01705	1
ENSMUST00000191641	P60330	0
ENSMUST00000146581	B2RWS6	1
ENSMUST00000124855	Q01705	1
ENSMUST00000181390	Q09XV5	1
ENSMUST00000207648	F6XPZ0	0
ENSMUST00000197944	Q6DFZ2	0
ENSMUST00000152781	B2RWS6	1
ENSMUST00000220244	Q9ESD7-2	0
ENSMUST00000143870	B2RWS6	1
ENSMUST00000206950	Q01705	1
ENSMUST00000195510	Q4VA61	0
ENSMUST00000180815	Q5DU37	0
ENSMUST00000181100	Q01705	1
ENSMUST00000228650	E9PWB6	0
ENSMUST00000194989	B2RWS6	1
ENSMUST00000207963	B2RWS6	1
ENSMUST00000204215	Q03172	0
ENSMUST00000123703	A0A1D5RLV7	0
ENSMUST00000135767	F8VPM9	0
ENSMUST00000196510	Q5RIM6	0
ENSMUST00000180690	Q8C8R3-2	0
ENSMUST00000204910	Q09XV5	1
ENSMUST00000214683	A2AUY4	0
ENSMUST00000151998	Q01705	1
ENSMUST00000198244	B2RWS6	1
ENSMUST00000183235	P45481	1
ENSMUST00000176020	B2RWS6	1
ENSMUST00000198917	Q3TLH4	0
ENSMUST00000209653	B7ZNJ5	0
ENSMUST00000205493	B2RWS6	1
ENSMUST00000156526	P45481	1
ENSMUST00000196982	Q09XV5	1
ENSMUST00000199729	P42859	0
ENSMUST00000149452	Q01705	1
ENSMUST00000223888	V9GX91	0
ENSMUST00000200265	Q01705	1
ENSMUST00000195137	B2RWS6	1
ENSMUST00000211689	E9PV66	0
ENSMUST00000198817	P45481	1
ENSMUST00000186817	B2RWS6	1
ENSMUST00000193264	Q5SUG2	0
ENSMUST00000186230	Q01705	1
ENSMUST00000199706	Q09XV5	1
ENSMUST00000048965	B2RWS6	1
ENSMUST00000143755	B2RWS6	1
ENSMUST00000199936	Q8K4L3	0
ENSMUST00000122923	B2RWS6	1
ENSMUST00000188544	B2RWS6	1
ENSMUST00000188984	Q03172	0
ENSMUST00000205941	Q09XV5	1
ENSMUST00000166921	Q9WTS5	0
ENSMUST00000128165	B2RWS6	1
ENSMUST00000205892	E9Q411	0
ENSMUST00000201542	Q91V24	0
ENSMUST00000064097	B2RWS6	1
ENSMUST00000181913	Q09XV5	1
ENSMUST00000164379	B2RWS6	1
ENSMUST00000219499	E9QL53	0
ENSMUST00000155691	Q09XV5	1
ENSMUST00000162432	P45481	0
ENSMUST00000210717	Q09XV5	1
ENSMUST00000192614	A0A571BDS5	0
ENSMUST00000153347	B2RWS6	1
ENSMUST00000218971	A0A0A0MQG2	0
ENSMUST00000205157	C8YR32	0
ENSMUST00000192072	B2RWS6	1
ENSMUST00000231464	P11881-2	0
ENSMUST00000152569	Q61315	0
ENSMUST00000191676	E9Q526	0
ENSMUST00000216936	E9PUM4	0
ENSMUST00000204539	P45481	1
ENSMUST00000218352	A0A1D5RLU3	0
ENSMUST00000188747	P45481	1
ENSMUST00000207632	Q62504-3	0
ENSMUST00000176703	B7FAV1	0
ENSMUST00000234958	Q9WU42-2	0
ENSMUST00000193135	B2RWS6	1
ENSMUST00000217951	A2AGH6	0
ENSMUST00000191718	B2RWS6	1
ENSMUST00000150329	P45481	1
ENSMUST00000197086	Q9QYC1	0
ENSMUST00000048965	Q61687	1
ENSMUST00000190890	Q09XV5	1
ENSMUST00000176958	Q811P8	0
ENSMUST00000056145	B2RWS6	1
ENSMUST00000133333	A2AJX4	0
ENSMUST00000196517	P45481	1
ENSMUST00000195473	A3KGI3	0
ENSMUST00000207035	B2RWS6	1
ENSMUST00000209393	A2AF47	0
ENSMUST00000182497	O08523	0
ENSMUST00000192317	Q3UH66-7	0
ENSMUST00000203836	B2RWS6	1
ENSMUST00000140833	B2RWS6	1
ENSMUST00000213592	Q60841	0
ENSMUST00000197084	S4R2F3	0
ENSMUST00000199477	B2RWS6	1
ENSMUST00000203158	Q8BV79	0
ENSMUST00000062249	B2RWS6	1
ENSMUST00000180842	Q01705	1
ENSMUST00000204271	B2RWS6	1
ENSMUST00000182109	B2RWS6	1
ENSMUST00000098916	Q8BV79	0
ENSMUST00000199354	A2ADB0	0
ENSMUST00000180586	Q09XV5	1
ENSMUST00000204822	G3X8Q1	0
ENSMUST00000057889	V9GX23	0
ENSMUST00000239444	Q09XV5	1
ENSMUST00000206950	Q09XV5	1
ENSMUST00000204727	E9Q8T1	0
ENSMUST00000194285	Q99246-3	0
ENSMUST00000195611	G3X8Q1	0
ENSMUST00000211291	Q9QX47-3	0
ENSMUST00000181170	Q01705	1
ENSMUST00000188891	B2RWS6	1
ENSMUST00000210111	Q62504-3	0
ENSMUST00000186250	E9QAQ8	0
ENSMUST00000225199	Q09XV5	0
ENSMUST00000124015	P45481	1
ENSMUST00000207718	P45481	1
ENSMUST00000222438	Q80T79	0
ENSMUST00000176721	B2RWS6	1
ENSMUST00000181106	Q01705	1
ENSMUST00000139751	B2RWS6	1
ENSMUST00000141341	Q09XV5	1
ENSMUST00000168137	E9PV66	0
ENSMUST00000181657	E9Q411	0
ENSMUST00000137907	B2RWS6	1
ENSMUST00000184493	Q01705	1
ENSMUST00000180921	Q01705	1
ENSMUST00000147449	Q01705	1
ENSMUST00000185516	B2RWS6	1
ENSMUST00000145562	A0A140T8W1	0
ENSMUST00000199289	A0A1D5RLV7	0
ENSMUST00000132267	B2RWS6	1
ENSMUST00000204525	B2RWS6	1
ENSMUST00000186183	Q91ZI0	0
ENSMUST00000148504	P45481	1
ENSMUST00000154065	Q09XV5	1
ENSMUST00000151841	G3X973	0
ENSMUST00000181190	Q09XV5	1
ENSMUST00000232983	E9PV66	0
ENSMUST00000185541	A0A140T8W1	0
ENSMUST00000125902	B2RWS6	1
ENSMUST00000168625	Q09XV5	1
ENSMUST00000192342	Q91ZI0	0
ENSMUST00000195382	A0A087WQT9	0
ENSMUST00000195343	B2RWS6	1
ENSMUST00000204910	Q70FJ1	0
ENSMUST00000221347	Q6V4S5	0
ENSMUST00000192013	Q09XV5	1
ENSMUST00000203361	Q09XV5	1
ENSMUST00000211449	Q8K4L3	0
ENSMUST00000197552	Q09XV5	1
ENSMUST00000198032	A0A1D5RLV7	0
ENSMUST00000222823	A2AUY4	0
ENSMUST00000204928	E9QKK1	0
ENSMUST00000181912	Q09XV5	1
ENSMUST00000199084	Q62504-3	0
ENSMUST00000210817	Q8BL99-5	0
ENSMUST00000233521	G3X8Q1	0
ENSMUST00000131851	B2RWS6	1
ENSMUST00000154632	B2RWS6	1
ENSMUST00000227896	Q62407-4	0
ENSMUST00000134998	O08523	0
ENSMUST00000141341	Q01705	1
ENSMUST00000199417	B2RWS6	1
ENSMUST00000197648	Q01705	1
ENSMUST00000148064	Q9JL19	0
ENSMUST00000234983	Q9QX47-3	0
ENSMUST00000188014	B2RWS6	1
ENSMUST00000232356	Q8CIZ8	0
ENSMUST00000138288	B2RWS6	1
ENSMUST00000208060	P60330	0
ENSMUST00000194317	P45481	1
ENSMUST00000181064	Q8C6S9	0
ENSMUST00000193192	Q09XV5	1
ENSMUST00000160117	Q09XV5	1
ENSMUST00000150973	Q09XV5	1
ENSMUST00000195455	G3X973	0
ENSMUST00000062249	Q09XV5	1
ENSMUST00000199556	A2AJX4	0
ENSMUST00000195416	Q61982	0
ENSMUST00000193939	Q99NH0	0
ENSMUST00000186821	P45481	1
ENSMUST00000196665	B2RWS6	1
ENSMUST00000193499	P45481	1
ENSMUST00000190699	B2RWS6	1
ENSMUST00000205544	B2RWS6	1
ENSMUST00000192778	B2RWS6	1
ENSMUST00000230725	G3X973	0
ENSMUST00000190974	B2RWS6	1
ENSMUST00000230701	Q62407-4	0
ENSMUST00000137359	Q09XV5	1
ENSMUST00000139218	Q3UHQ6	0
ENSMUST00000230173	Q80T79-1	0
ENSMUST00000195921	B2RWS6	1
ENSMUST00000204397	B2RWS6	1
ENSMUST00000145042	B2RWS6	1
ENSMUST00000194155	B2RWS6	1
ENSMUST00000195677	H9KV00	0
ENSMUST00000183021	F7A4A7-2	0
ENSMUST00000193663	E9Q557	0
ENSMUST00000180815	B2RWS6	1
ENSMUST00000162380	B2RWS6	1
ENSMUST00000189942	B2RWS6	1
ENSMUST00000126086	Q01705	1
ENSMUST00000223213	Q9JKK8	0
ENSMUST00000191984	P45481	0
ENSMUST00000180791	P19137	0
ENSMUST00000230173	A0A1D5RLU3	0
ENSMUST00000195512	Q9JL19	0
ENSMUST00000212304	Q09XV5	1
ENSMUST00000152781	P45481	1
ENSMUST00000146654	Q09XV5	1
ENSMUST00000203856	A0A140T8W1	0
ENSMUST00000137752	Q8CIZ8	0
ENSMUST00000200707	P45481	1
ENSMUST00000212891	G3UX48	0
ENSMUST00000203218	E9Q557	0
ENSMUST00000196307	E9Q526	0
ENSMUST00000226704	Q9ESD7-2	0
ENSMUST00000192728	E9PWB6	0
ENSMUST00000194454	Q3UH66-7	0
ENSMUST00000194886	P19137	0
ENSMUST00000206950	P45481	1
ENSMUST00000144719	B2RWS6	1
ENSMUST00000191824	B2RWS6	1
ENSMUST00000149552	B2RWS6	1
ENSMUST00000220074	E9Q7G0	0
ENSMUST00000186234	Q80T79	0
ENSMUST00000210054	E9Q526	0
ENSMUST00000192692	Q01705	1
ENSMUST00000184488	B2RWS6	1
ENSMUST00000134436	Q01705	1
ENSMUST00000199846	B2RWS6	1
ENSMUST00000127849	Q09XV5	1
ENSMUST00000191427	B2RWS6	1
ENSMUST00000142871	P45481	1
ENSMUST00000238689	Q9QYC1	0
ENSMUST00000209012	E9PUM4	0
ENSMUST00000224095	E9QKK1	0
ENSMUST00000186448	B2RWS6	1
ENSMUST00000223763	Q70FJ1-3	0
ENSMUST00000124676	B2RWS6	1
ENSMUST00000211142	B2RWS6	1
ENSMUST00000201793	Q09XV5	1
ENSMUST00000152384	Q09XV5	1
ENSMUST00000210582	Q01705	1
ENSMUST00000127564	B2RWS6	1
ENSMUST00000153572	Q5SUG2	0
ENSMUST00000151816	Q09XV5	1
ENSMUST00000129723	Q01705	1
ENSMUST00000192692	A2AJK6	1
ENSMUST00000145652	B2RWS6	1
ENSMUST00000198564	B2RWS6	1
ENSMUST00000224051	O08523	0
ENSMUST00000237193	E9Q7G0	0
ENSMUST00000189296	E9QL53	0
ENSMUST00000143870	A2AJK6	1
ENSMUST00000196539	Q8BZN6-2	0
ENSMUST00000133221	P45481	1
ENSMUST00000130860	B2RWS6	1
ENSMUST00000207140	Q09XV5	1
ENSMUST00000180894	Q09XV5	1
ENSMUST00000180406	A2AGH6	0
ENSMUST00000160950	B2RWS6	1
ENSMUST00000144922	Q09XV5	1
ENSMUST00000189191	Q9QX47-3	0
ENSMUST00000181912	B2RWS6	1
ENSMUST00000229584	P41233	0
ENSMUST00000181772	Q9QX47-3	0
ENSMUST00000185979	Q09XV5	1
ENSMUST00000138303	B2RWS6	1
ENSMUST00000206867	B2RWS6	1
ENSMUST00000198647	G3X8Q1	0
ENSMUST00000180809	P45481	1
ENSMUST00000197510	Q9WTS5	0
ENSMUST00000204910	B2RWS6	1
ENSMUST00000214497	Q69Z23-2	0
ENSMUST00000196669	B2RWS6	1
ENSMUST00000232286	A2AF47	0
ENSMUST00000156718	Q5SUG2	0
ENSMUST00000188447	E9Q7G0	0
ENSMUST00000209940	Q03172	0
ENSMUST00000208830	E9Q557	0
ENSMUST00000207232	A2AJK6	1
ENSMUST00000196434	P45481	1
ENSMUST00000176742	Q09XV5	1
ENSMUST00000195039	B7FAU9	0
ENSMUST00000180842	V9GX91	0
ENSMUST00000135116	B2RWS6	1
ENSMUST00000181805	P45481	1
ENSMUST00000181732	Q01705	1
ENSMUST00000205039	E9Q8T1	0
ENSMUST00000204049	A3KFM7-2	0
ENSMUST00000183235	B2RWS6	1
ENSMUST00000179324	Q61982	0
ENSMUST00000180519	Q6ZQ93-2	0
ENSMUST00000236713	Q8K4L3	0
ENSMUST00000186230	Q8K284	0
ENSMUST00000211381	Q01705	1
ENSMUST00000180670	Q09XV5	1
ENSMUST00000187941	P45481	1
ENSMUST00000153106	B2RWS6	1
ENSMUST00000138288	P11881	0
ENSMUST00000190974	G3X8Q1	0
ENSMUST00000125538	Q09XV5	1
ENSMUST00000180599	B2RWS6	1
ENSMUST00000143787	Q09XV5	1
ENSMUST00000207739	B2RWS6	1
ENSMUST00000149552	Q09XV5	1
ENSMUST00000187100	B2RWS6	1
ENSMUST00000130486	B2RWS6	1
ENSMUST00000152569	P45481	1
ENSMUST00000192265	E9Q526	0
ENSMUST00000135268	Q01705	1
ENSMUST00000181214	Q5DU37	0
ENSMUST00000127936	Q01705	1
ENSMUST00000213446	A3KFM7-2	0
ENSMUST00000148064	E9QL53	0
ENSMUST00000128159	P97499	0
ENSMUST00000066875	H9KV15	0
ENSMUST00000141741	B2RWS6	1
ENSMUST00000152781	Q01705	1
ENSMUST00000181939	Q09XV5	1
ENSMUST00000192660	E9PV66	0
ENSMUST00000213592	F6RXI4	0
ENSMUST00000134409	B2RWS6	1
ENSMUST00000127564	Q9ESE1-2	0
ENSMUST00000156718	B2RWS6	1
ENSMUST00000200008	B2RWS6	1
ENSMUST00000101007	A2AJK6	1
ENSMUST00000126086	Q09XV5	1
ENSMUST00000161291	B2RWS6	1
ENSMUST00000149025	Q70FJ1	0
ENSMUST00000162828	Q01705	1
ENSMUST00000203260	B2RWS6	1
ENSMUST00000180778	B2RWS6	1
ENSMUST00000189230	Q01705	1
ENSMUST00000181802	B7FAU9	0
ENSMUST00000195864	A0A1L1SUH6	0
ENSMUST00000193516	Q01705	1
ENSMUST00000192416	E9Q411	0
ENSMUST00000048965	Q09XV5	1
ENSMUST00000101007	B2RWS6	1
ENSMUST00000131221	B2RWS6	1
ENSMUST00000141452	A2AJK6	1
ENSMUST00000181085	B2RWS6	1
ENSMUST00000148318	Q01705	1
ENSMUST00000198192	A0A286YDF5	0
ENSMUST00000233085	Q6GYP7-2	0
ENSMUST00000194541	A2AJK6	1
ENSMUST00000193317	E9Q7P2	0
ENSMUST00000239444	A2AJK6	1
ENSMUST00000181029	Q09XV5	1
ENSMUST00000200367	Q01705	1
ENSMUST00000211689	Q03172	0
ENSMUST00000133333	A0A0A0MQG2	0
ENSMUST00000196510	B7ZCD1	0
ENSMUST00000188773	B2RWS6	1
ENSMUST00000181546	B2RWS6	1
ENSMUST00000181438	Q01705	1
ENSMUST00000139140	Q5SS00	0
ENSMUST00000199187	Q09XV5	1
ENSMUST00000218252	H9KV15	0
ENSMUST00000204461	Q8VBX6	0
ENSMUST00000181476	Q09XV5	1
ENSMUST00000135116	E9PUM4	0
ENSMUST00000181197	Q09XV5	1
ENSMUST00000144818	B2RWS6	1
ENSMUST00000176552	A2AJK6	1
ENSMUST00000192085	E9Q5W5	0
ENSMUST00000216269	F6RXI4	0
ENSMUST00000187172	P45481	1
ENSMUST00000066875	Q8K4L3	0
ENSMUST00000195547	B2RWS6	1
ENSMUST00000181100	E9Q5W5	0
ENSMUST00000193135	Q62407-4	0
ENSMUST00000197930	E9Q1M6	0
ENSMUST00000191701	Q8BZN6-2	0
ENSMUST00000127920	B2RWS6	1
ENSMUST00000186471	Q8BV79	0
ENSMUST00000124462	Q09XV5	1
ENSMUST00000214496	Q6RT24	0
ENSMUST00000134069	B2RWS6	1
ENSMUST00000130860	Q01705	1
ENSMUST00000180518	Q09XV5	1
ENSMUST00000193026	Q9QX47-3	0
ENSMUST00000201318	E9Q447	0
ENSMUST00000193790	B2RWS6	1
ENSMUST00000202338	Q01705	1
ENSMUST00000181362	B2RWS6	1
ENSMUST00000147378	A2AJK6	1
ENSMUST00000138207	B2RWS6	1
ENSMUST00000207911	B7ZNJ5	0
ENSMUST00000180953	B2RWS6	1
ENSMUST00000149206	Q09XV5	1
ENSMUST00000181655	Q09XV5	1
ENSMUST00000203287	P45481	1
ENSMUST00000192267	B2RWS6	1
ENSMUST00000197552	B2RWS6	1
ENSMUST00000209414	Q01705	1
ENSMUST00000155508	P45481	1
ENSMUST00000197071	Q62504-3	0
ENSMUST00000163781	Q01705	1
ENSMUST00000203350	E9PUM4	0
ENSMUST00000191603	E9QAT4	0
ENSMUST00000184692	B2RWS6	1
ENSMUST00000210229	B7FAU9	0
ENSMUST00000160110	B2RWS6	1
ENSMUST00000148504	B7ZCD1	0
ENSMUST00000210582	Q09XV5	1
ENSMUST00000190989	Q69Z23-2	0
ENSMUST00000167899	Q09XV5	1
ENSMUST00000180599	E9Q8T1	0
ENSMUST00000139751	A2AJK6	1
ENSMUST00000181252	B7FAU9	0
ENSMUST00000194646	E9PUM4	0
ENSMUST00000181852	Q01705	1
ENSMUST00000214968	E9Q526	0
ENSMUST00000193192	P45481	1
ENSMUST00000203474	B2RWS6	1
ENSMUST00000192924	Q8BQM9-2	0
ENSMUST00000190504	Q8CIZ8	0
ENSMUST00000198863	E9Q7P2	0
ENSMUST00000181802	Q09XV5	1
ENSMUST00000221985	H7BWZ9	0
ENSMUST00000182878	B2RWS6	1
ENSMUST00000181200	B2RWS6	1
ENSMUST00000194532	P45481	1
ENSMUST00000144294	A2AGH6	0
ENSMUST00000183021	Q09XV5	1
ENSMUST00000192846	A3KGI3	0
ENSMUST00000180800	A0A0N4SVX9	0
ENSMUST00000203051	B2RWS6	1
ENSMUST00000217507	Q61315	0
ENSMUST00000200925	B2RWS6	1
ENSMUST00000225128	P19137	0
ENSMUST00000195771	Q8BL99-5	0
ENSMUST00000235286	Q5SS00	0
ENSMUST00000186238	B2RWS6	1
ENSMUST00000181680	Q6KCD5-2	0
ENSMUST00000233448	Q80U35	0
ENSMUST00000190663	P45481	1
ENSMUST00000217666	Q61315	0
ENSMUST00000132264	B2RWS6	1
ENSMUST00000223245	E9Q7G0	0
ENSMUST00000237599	F6RXI4	0
ENSMUST00000195317	Q3UHR0	0
ENSMUST00000198339	B2RWS6	1
ENSMUST00000201187	Q80T79	0
ENSMUST00000201941	E9Q7G0	0
ENSMUST00000140669	B2RWS6	1
ENSMUST00000138207	Q09XV5	1
ENSMUST00000205859	Q9QYC1-2	0
ENSMUST00000194845	B2RWS6	1
ENSMUST00000181590	Q09XV5	1
ENSMUST00000228677	Q5RIM6	0
ENSMUST00000156526	Q811P8	0
