RNA	protein	label
ENSMUST00000195240	O08750	1
ENSMUST00000197573	P20263	1
ENSMUST00000199806	F6YAD1	0
ENSMUST00000195967	P27577	1
ENSMUST00000130205	Q04887	1
ENSMUST00000132294	O08717	0
ENSMUST00000198586	A0A3Q4EGS7	0
ENSMUST00000186291	D3YWS9	0
ENSMUST00000197165	Q8C0V0	0
ENSMUST00000200372	Q80UJ9	0
ENSMUST00000198822	Q8BIQ8	0
ENSMUST00000176934	Q00322	1
ENSMUST00000142413	Q9JKV5	0
ENSMUST00000204288	Q06831	1
ENSMUST00000182099	Q9DAX2	0
ENSMUST00000128056	O54839	1
ENSMUST00000218177	Q8BZH4	0
ENSMUST00000184161	Q06507	1
ENSMUST00000187630	P01108	1
ENSMUST00000138416	Q62318	1
ENSMUST00000192040	P81270	1
ENSMUST00000206525	Q02067	1
ENSMUST00000223874	Q9R0X2	0
ENSMUST00000192745	A0A2I3BR06	0
ENSMUST00000126967	P22091	1
ENSMUST00000202184	P12979	1
ENSMUST00000028061	Q64249	1
ENSMUST00000194289	P26323	1
ENSMUST00000201366	Q7TN37-3	0
ENSMUST00000206281	Q02067	1
ENSMUST00000207365	P97503	1
ENSMUST00000136542	P46684	1
ENSMUST00000194626	Q08369	1
ENSMUST00000100807	B1AWL5	0
ENSMUST00000147649	E9QLD4	0
ENSMUST00000208775	A0A0R4J030	0
ENSMUST00000154159	Q3UV55	1
ENSMUST00000196615	Q06507	1
ENSMUST00000134692	Q9CXG9	1
ENSMUST00000208615	D3Z083	0
ENSMUST00000219552	O55112	0
ENSMUST00000139704	P10085	1
ENSMUST00000156099	P49698	1
ENSMUST00000197085	F8WHT2	0
ENSMUST00000190868	P08775	1
ENSMUST00000189221	Q62318	1
ENSMUST00000146121	P70326	1
ENSMUST00000181819	Q64249	1
ENSMUST00000204079	Q69ZN7-4	0
ENSMUST00000229781	A2AWT5	0
ENSMUST00000191155	Q9Z204	1
ENSMUST00000191839	G3XA26	0
ENSMUST00000127604	Q91YT7	0
ENSMUST00000214387	Q9Z183	0
ENSMUST00000192741	P11416	1
ENSMUST00000217430	A2A482	0
ENSMUST00000193887	P51960	1
ENSMUST00000202274	P52633	1
ENSMUST00000125308	A0A0R4IZZ5	0
ENSMUST00000138729	P34056	1
ENSMUST00000149938	Q5FW85	0
ENSMUST00000184759	Q60738	0
ENSMUST00000215586	A0A494B9G7	0
ENSMUST00000136489	O35892-2	0
ENSMUST00000181854	Q5NC44	0
ENSMUST00000079720	Q61169	1
ENSMUST00000161043	P34056	1
ENSMUST00000239251	B2RVW2	0
ENSMUST00000195294	A2A9I7	1
ENSMUST00000186992	Q99KW9	0
ENSMUST00000185013	D3YYW8	0
ENSMUST00000184161	O35185	1
ENSMUST00000219846	A0A1B0GS62	0
ENSMUST00000127337	P08775	1
ENSMUST00000183194	A0A0U1RPE4	0
ENSMUST00000192540	P37242	1
ENSMUST00000147847	Q80VA0-3	0
ENSMUST00000160351	Q8C172	0
ENSMUST00000222669	A0A0R4IZY5	0
ENSMUST00000151091	Q91VL8	1
ENSMUST00000148057	Q9D3R9	1
ENSMUST00000210693	A0A3Q4L333	0
ENSMUST00000236393	F6WMJ3	0
ENSMUST00000195289	Q64287	1
ENSMUST00000191364	Q02067	1
ENSMUST00000181148	P15806	1
ENSMUST00000177278	Q06831	1
ENSMUST00000153791	Q99JB6	1
ENSMUST00000197615	S4R270	0
ENSMUST00000138926	A2APF3	1
ENSMUST00000222328	P26048	0
ENSMUST00000227835	Q61584-3	0
ENSMUST00000198885	A0A1Y7VMD6	0
ENSMUST00000155845	Q9JKX6	0
ENSMUST00000193387	Q9EQW7	0
ENSMUST00000191812	A0A0A6YX67	0
ENSMUST00000145464	O08750	1
ENSMUST00000206201	A2AQZ2	0
ENSMUST00000191768	Q7TPG0	0
ENSMUST00000205955	P34056	1
ENSMUST00000194356	Q61188	1
ENSMUST00000182843	O09106	1
ENSMUST00000146868	P35582	1
ENSMUST00000047607	P37238	1
ENSMUST00000187665	Q9CW03	1
ENSMUST00000160351	A0A1B0GT07	0
ENSMUST00000138702	P48985	1
ENSMUST00000136364	Q9D979	0
ENSMUST00000200494	Q6PDQ2	1
ENSMUST00000221514	E0CYC6	0
ENSMUST00000194339	Q00175	1
ENSMUST00000187786	P70662	1
ENSMUST00000183759	O08750	1
ENSMUST00000195310	E0CYW9	0
ENSMUST00000147100	P08775	1
ENSMUST00000204082	Q60674	1
ENSMUST00000198471	P22091	1
ENSMUST00000146349	O70477	1
ENSMUST00000208755	F8VQ03	0
ENSMUST00000198394	L7N2E9	0
ENSMUST00000185414	P34056	1
ENSMUST00000235490	Q3UFY7-2	0
ENSMUST00000152306	Q9Z148	1
ENSMUST00000209554	A0A338P6A6	0
ENSMUST00000208055	Q80U70	1
ENSMUST00000179255	O88536	0
ENSMUST00000129407	P70326	1
ENSMUST00000233618	Q61704	0
ENSMUST00000159874	A0A0R4J1M3	0
ENSMUST00000214766	Q99K82-3	0
ENSMUST00000186170	Q8R3L5	0
ENSMUST00000130331	Q9JJH7	0
ENSMUST00000197948	P97503	1
ENSMUST00000137561	O35185	1
ENSMUST00000126693	Q64287	1
ENSMUST00000126849	Q8VDG5	0
ENSMUST00000180989	P47930	1
ENSMUST00000196548	A2A5N3	0
ENSMUST00000215353	A2AQJ6	0
ENSMUST00000202427	B1AY13-2	0
ENSMUST00000131896	O09100	1
ENSMUST00000172037	Q8C0I4	0
ENSMUST00000145105	Q61550	1
ENSMUST00000189848	P25799	1
ENSMUST00000191414	P23204	1
ENSMUST00000210827	Q91WR3-2	0
ENSMUST00000173648	Q61595	0
ENSMUST00000187956	O09106	1
ENSMUST00000207605	P35583	1
ENSMUST00000197492	P20293	1
ENSMUST00000127350	H3BK96	0
ENSMUST00000204401	P19785	1
ENSMUST00000213224	Q9D5S1	0
ENSMUST00000194444	Q9Z0Z7	1
ENSMUST00000188082	P20263	1
ENSMUST00000122839	Q8BYA0	0
ENSMUST00000189659	Q9EP79	0
ENSMUST00000149906	Q61481-5	0
ENSMUST00000180957	Q9CQJ4	1
ENSMUST00000162641	P70353	1
ENSMUST00000181016	Q9EPL2	0
ENSMUST00000203360	A2BG76	0
ENSMUST00000224297	Q9ES74	0
ENSMUST00000134305	Q99MA9	1
ENSMUST00000140023	Q8C5L7	0
ENSMUST00000154068	A2A9I7	1
ENSMUST00000237374	D3Z420	0
ENSMUST00000128298	P20263	1
ENSMUST00000133675	A2A9I7	1
ENSMUST00000155178	Q6J1H4	1
ENSMUST00000234068	A2AVX1	0
ENSMUST00000211605	E9Q3K2	0
ENSMUST00000199206	Q69ZZ9-1	0
ENSMUST00000156265	P31266	1
ENSMUST00000131215	P42230	1
ENSMUST00000185540	Q80YT7-2	0
ENSMUST00000168951	Q61169	1
ENSMUST00000185765	F6X7Z3	0
ENSMUST00000133534	O09100	1
ENSMUST00000139423	Q6P3Z8	0
ENSMUST00000192040	Q49B93	0
ENSMUST00000143122	Q9Z351-5	0
ENSMUST00000191363	P22091	1
ENSMUST00000199340	F6TY75	0
ENSMUST00000123610	Q64287	1
ENSMUST00000229090	Q9JKK7-2	0
ENSMUST00000237819	Q5NC59	0
ENSMUST00000214657	Q9ES97	0
ENSMUST00000187355	E9QKC0	0
ENSMUST00000225499	D3Z0I5	0
ENSMUST00000184373	Q64705	1
ENSMUST00000190845	Q80VR2	1
ENSMUST00000190947	P70365	1
ENSMUST00000186337	P37242	1
ENSMUST00000198296	P59941	1
ENSMUST00000123127	Q3U3C9	0
ENSMUST00000140196	F8WGE0	0
ENSMUST00000185900	Q80XR2	0
ENSMUST00000138988	Q64131	1
ENSMUST00000130153	P70224	0
ENSMUST00000209645	Q61550	1
ENSMUST00000200773	D3Z533	0
ENSMUST00000185478	P28033	1
ENSMUST00000143009	P11416	1
ENSMUST00000137477	P42230	1
ENSMUST00000186760	O70546	1
ENSMUST00000205198	A0A0R4J1J3	0
ENSMUST00000149377	P19426	1
ENSMUST00000202683	Q91VL8	1
ENSMUST00000239210	Q7TRE3	0
ENSMUST00000186428	Q3TKT4	1
ENSMUST00000153175	Q921N8	1
ENSMUST00000188276	Q3V1F8	0
ENSMUST00000161006	Q8C7R7	1
ENSMUST00000146269	P70326	1
ENSMUST00000196660	P51448	1
ENSMUST00000194653	Q61164	1
ENSMUST00000207104	D3Z669	0
ENSMUST00000192297	D3YV92	0
ENSMUST00000156822	P42225	1
ENSMUST00000195309	P11416	1
ENSMUST00000143652	Q5SQB0	0
ENSMUST00000136542	P26323	1
ENSMUST00000137073	Q9Z148	1
ENSMUST00000181908	A0JNT9-3	0
ENSMUST00000206057	Q91Y44	1
ENSMUST00000236777	P22605	1
ENSMUST00000128925	Q9CU62	1
ENSMUST00000187393	Q06831	1
ENSMUST00000185842	Q9CQJ4	1
ENSMUST00000179138	A0A140LIN5	0
ENSMUST00000185908	Q9DA83	0
ENSMUST00000195243	Q61880	1
ENSMUST00000217629	E9Q9D8	0
ENSMUST00000222876	O09000	0
ENSMUST00000196615	Q8CAY6	0
ENSMUST00000129089	Q61009-2	0
ENSMUST00000141076	Q99K70	0
ENSMUST00000206447	P42230	1
ENSMUST00000238640	P97368	0
ENSMUST00000145185	A0JNT9	0
ENSMUST00000202533	P08046	1
ENSMUST00000203729	A0A087WP64	0
ENSMUST00000184303	Q6PDQ2	1
ENSMUST00000224082	A0A668KL56	0
ENSMUST00000222844	P08920	0
ENSMUST00000231324	Q8BHN3-2	0
ENSMUST00000174829	Q03267-2	0
ENSMUST00000135132	Q6ZPV2	1
ENSMUST00000153208	Q3TKT4	1
ENSMUST00000185939	P51960	1
ENSMUST00000124376	Q921Y4	0
ENSMUST00000186595	Q6PDQ2	1
ENSMUST00000194573	Q9ERB0	0
ENSMUST00000211580	O09106	1
ENSMUST00000231533	Q9JM99-4	0
ENSMUST00000139500	Q07802	1
ENSMUST00000156926	O09106	1
ENSMUST00000207445	D3Z025	0
ENSMUST00000233125	A0A1L1SSW1	0
ENSMUST00000181812	Q6P1E1	1
ENSMUST00000132857	P19785	1
ENSMUST00000219879	A2A7B3	0
ENSMUST00000139612	P42232	1
ENSMUST00000205794	A0A2R8VHJ2	0
ENSMUST00000136115	P42230	1
ENSMUST00000192514	Q03267	0
ENSMUST00000181378	Q60520	1
ENSMUST00000230699	A0A2C9F2D4	0
ENSMUST00000181819	Q8CJF8	1
ENSMUST00000214203	F6X7B3	0
ENSMUST00000196262	P97503	1
ENSMUST00000151848	P97436	1
ENSMUST00000188872	P37238	1
ENSMUST00000193369	A0A2K6EDJ7	0
ENSMUST00000217147	Q924X6	0
ENSMUST00000144738	P28700	1
ENSMUST00000207382	Q8K5C0	1
ENSMUST00000216368	Q3UMG6	0
ENSMUST00000187799	E9PZX1	0
ENSMUST00000180428	Q8BVE8-2	0
ENSMUST00000132657	P35583	1
ENSMUST00000147379	Q9Z148	1
ENSMUST00000233473	A0A2K6EDK1	0
ENSMUST00000140650	H3BKD9	0
ENSMUST00000227166	A0A0R4J0P3	0
ENSMUST00000195413	Q9D8C4	0
ENSMUST00000238014	L7N1X4	0
ENSMUST00000210144	Q3TMP1	0
ENSMUST00000184073	P54103	1
ENSMUST00000238549	A0A1Y7VN62	0
ENSMUST00000204957	Q62318	1
ENSMUST00000195362	Q497K6	0
ENSMUST00000221565	Q64702-3	0
ENSMUST00000196625	Q6J1H4	1
ENSMUST00000179261	Q5NCY0	1
ENSMUST00000112915	A0A1D5RLJ8	0
ENSMUST00000182121	Q8CEZ4	0
ENSMUST00000215316	Q5SSG5	0
ENSMUST00000127600	P35242	0
ENSMUST00000202325	Q61169	1
ENSMUST00000161664	P01108	1
ENSMUST00000205869	Q9CR89	0
ENSMUST00000054653	Q6GYP7-3	0
ENSMUST00000187799	Q9CYC5	0
ENSMUST00000173208	Q99LL5	1
ENSMUST00000181449	Q3TKT4	1
ENSMUST00000204503	P15066	1
ENSMUST00000183124	P29037	1
ENSMUST00000164367	A2A9I7	1
ENSMUST00000236862	Q7TRE6	0
ENSMUST00000195279	P41183	1
ENSMUST00000181575	Q6P1E1	1
ENSMUST00000145105	Q04207	1
ENSMUST00000193853	Q6P5C5	0
ENSMUST00000194406	P53566	1
ENSMUST00000199859	A0A0J9YVF6	0
ENSMUST00000223760	A0A1L1SUP2	0
ENSMUST00000181114	B7ZCJ0	0
ENSMUST00000138416	P27577	1
ENSMUST00000184260	Q9CW03	1
ENSMUST00000216321	Q9WTL8	0
ENSMUST00000152074	Q810J1	0
ENSMUST00000199085	P52633	1
ENSMUST00000175674	A0A2I3BQA9	0
ENSMUST00000205394	Q99JB6	1
ENSMUST00000220732	A0A498WGR9	0
ENSMUST00000230732	Q66X03	0
ENSMUST00000189344	B9EJ57	0
ENSMUST00000194630	Q9CU62	1
ENSMUST00000207965	Q61286	1
ENSMUST00000196949	P17433	1
ENSMUST00000197279	Q9Z0J4	0
ENSMUST00000205314	Q3V2R3	0
ENSMUST00000134359	E9QMC2	0
ENSMUST00000187866	A0A3B2WCK8	0
ENSMUST00000206863	P62915	1
ENSMUST00000131080	Q01147	1
ENSMUST00000131539	Q00322	1
ENSMUST00000186258	P28700	1
ENSMUST00000223077	F6YNQ1	0
ENSMUST00000151091	Q01147	1
ENSMUST00000220435	Q6PGL7	0
ENSMUST00000154000	P42232	1
ENSMUST00000200072	Q61468	0
ENSMUST00000183803	Q5NCM1	0
ENSMUST00000138767	P42225	1
ENSMUST00000236083	A6PWY4-3	0
ENSMUST00000181315	Q80YA3	0
ENSMUST00000133622	Q6P1E1	1
ENSMUST00000194724	Q91VR2	0
ENSMUST00000195082	O88632-2	0
ENSMUST00000193616	A0A1Y7VP81	0
ENSMUST00000221835	Q05512-2	0
ENSMUST00000202955	P35583	1
ENSMUST00000153969	Q8BYA0	0
ENSMUST00000127498	P08775	1
ENSMUST00000197269	Q8R5A6-2	0
ENSMUST00000199745	E9Q451	0
ENSMUST00000222089	Q8C5H8	0
ENSMUST00000161255	Q60770-2	0
ENSMUST00000198712	Q9CQ31-2	0
ENSMUST00000231907	P63163	0
ENSMUST00000154109	Q8BHK0	0
ENSMUST00000131790	Q61880	1
ENSMUST00000174085	A6PWV3	0
ENSMUST00000155836	P16951	1
ENSMUST00000181488	Q61550	1
ENSMUST00000123517	P29352	0
ENSMUST00000180450	O09106	1
ENSMUST00000232436	Q69Z61	0
ENSMUST00000098658	A0A1D5RLU4	0
ENSMUST00000124609	Q9CQ35	0
ENSMUST00000209078	P19091	1
ENSMUST00000173847	P47806	1
ENSMUST00000232779	Q3TPE9	0
ENSMUST00000196422	H9KV11	0
ENSMUST00000231016	Q80SX8-2	0
ENSMUST00000133025	Q60520	1
ENSMUST00000204288	Q04887	1
ENSMUST00000208121	Q8VEJ9	0
ENSMUST00000192943	B1AXA6	0
ENSMUST00000197132	P01108	1
ENSMUST00000146366	Q8K5C0	1
ENSMUST00000098678	A0A140LIN5	0
ENSMUST00000134633	P21952	1
ENSMUST00000200375	Q8VDK3	1
ENSMUST00000220471	Q3UK98	0
ENSMUST00000210161	O09100	1
ENSMUST00000194495	P51960	1
ENSMUST00000203592	P52633	1
ENSMUST00000132826	A0A0B4J1G1	0
ENSMUST00000224134	E0CYU6	0
ENSMUST00000133675	O35185	1
ENSMUST00000126647	Q08481-4	0
ENSMUST00000186515	A2ALA0	0
ENSMUST00000181345	A0A2R8VHC9	0
ENSMUST00000069992	Q5RJI5-2	0
ENSMUST00000193107	Q8BH93	0
ENSMUST00000162958	Q8C5U4	0
ENSMUST00000186858	A3FIN4-3	0
ENSMUST00000183323	P09633	1
ENSMUST00000217965	Q7TQW4	0
ENSMUST00000176387	Q80VR2	1
ENSMUST00000194370	Q5FW52-2	0
ENSMUST00000221582	Q9JJP2-2	0
ENSMUST00000185246	Q5FWA2	0
ENSMUST00000211746	Q60963	0
ENSMUST00000181612	P51450	1
ENSMUST00000142520	O35906	1
ENSMUST00000145751	A2A9I7	1
ENSMUST00000216981	Q8VEJ1	0
ENSMUST00000237957	Q8BKH7-2	0
ENSMUST00000237661	A3KG84	0
ENSMUST00000199037	P42230	1
ENSMUST00000203274	Q8BNW9	0
ENSMUST00000201886	P17433	1
ENSMUST00000229658	Q3UP14	0
ENSMUST00000205302	Q9R1E0	1
ENSMUST00000133160	E9PYP0	0
ENSMUST00000204899	A0A0J9YUG4	0
ENSMUST00000198429	P17433	1
ENSMUST00000217709	A0A0R4J272	0
ENSMUST00000135238	A0A1Y7VMD6	0
ENSMUST00000183304	Q62383	1
ENSMUST00000232014	G8JL78	0
ENSMUST00000149839	P23204	1
ENSMUST00000162771	Q62318	1
ENSMUST00000181479	P09450	1
ENSMUST00000226995	Q8CIB9	0
ENSMUST00000206226	A0A2I3BPE3	0
ENSMUST00000180383	P08775	1
ENSMUST00000207840	Q61550	1
ENSMUST00000145437	Q99PL5-11	0
ENSMUST00000210252	F7AT44	0
ENSMUST00000235617	Q3UGP9	0
ENSMUST00000235874	A0A1L1SS90	0
ENSMUST00000172483	P35582	1
ENSMUST00000207973	Q9WV19	0
ENSMUST00000191992	E9QJS1	0
ENSMUST00000149308	Q6P073	0
ENSMUST00000190053	P25799	1
ENSMUST00000188137	P19091	1
ENSMUST00000205600	Q9QWI6-3	0
ENSMUST00000204406	Q3UV55	1
ENSMUST00000237973	Q9EQR3-7	0
ENSMUST00000205571	Q8VDK3	1
ENSMUST00000130556	Q62318	1
ENSMUST00000192947	Q6PDQ2	1
ENSMUST00000153599	Q6NZF1	1
ENSMUST00000237459	Q9WVL3-2	0
ENSMUST00000198873	Q91W86	0
ENSMUST00000161868	P62915	1
ENSMUST00000124503	A0A0R4IZW4	0
ENSMUST00000208885	P15806	1
ENSMUST00000199348	Q8R4U7	1
ENSMUST00000144728	Q8K4Z3	0
ENSMUST00000207643	Q9CQJ4	1
ENSMUST00000141637	A2AQ17	0
ENSMUST00000202883	Q8R2F2-2	0
ENSMUST00000128591	Q80VW7-4	0
ENSMUST00000201913	Q60805	0
ENSMUST00000070987	Q60520	1
ENSMUST00000182352	P23204	1
ENSMUST00000143062	P22091	1
ENSMUST00000140238	G3UYH0	0
ENSMUST00000161043	O09100	1
ENSMUST00000144256	D3YW25	0
ENSMUST00000124182	P27577	1
ENSMUST00000198758	A0A0B4J1N9	0
ENSMUST00000183124	A0A494BAB5	0
ENSMUST00000199552	Q924W5-2	0
ENSMUST00000149826	E9Q3T6	1
ENSMUST00000183517	Q02067	1
ENSMUST00000183124	P51960	1
ENSMUST00000146704	Q3TKT4	1
ENSMUST00000139397	P20293	1
ENSMUST00000203453	Q61164	1
ENSMUST00000173576	Q3UV55	1
ENSMUST00000195936	Q8C0Y0-2	0
ENSMUST00000181433	E9QAW0	0
ENSMUST00000145461	P25799	0
ENSMUST00000185980	Q9CU62	1
ENSMUST00000181189	Q6PDQ2	1
ENSMUST00000138751	P97742	0
ENSMUST00000193674	O70477	1
ENSMUST00000178516	Q64444	0
ENSMUST00000224352	Q9Z0P7-2	0
ENSMUST00000185243	Q9D3E6	1
ENSMUST00000197249	Q6PHS9-4	0
ENSMUST00000200182	Q5NCY0	1
ENSMUST00000205073	A0A5F8MPF3	0
ENSMUST00000186147	Q9CU62	1
ENSMUST00000148309	O70546	1
ENSMUST00000186830	Q04863	1
ENSMUST00000197832	S4R1I6	0
ENSMUST00000216094	Q9DAM1	0
ENSMUST00000234827	A0A5H1ZRM3	0
ENSMUST00000136908	Q922H2	0
ENSMUST00000148122	A0A3B2W3W9	0
ENSMUST00000234748	F6U9G7	0
ENSMUST00000186644	Q6PDQ2	1
ENSMUST00000129924	Q9Z0Z7	1
ENSMUST00000198829	P02340	1
ENSMUST00000159087	Q3V328	0
ENSMUST00000181008	Q8CHB8	0
ENSMUST00000162059	Q9JHD2	1
ENSMUST00000181784	D6RDC2	0
ENSMUST00000210223	Q8VCB2	0
ENSMUST00000160604	Q61880	1
ENSMUST00000143605	Q9CQJ4	1
ENSMUST00000123707	Q61164	1
ENSMUST00000172972	A0A668KM45	0
ENSMUST00000140080	Q8K2W6	1
ENSMUST00000196233	P58252	0
ENSMUST00000143525	Q8VIJ6	1
ENSMUST00000188138	P43241	1
ENSMUST00000156265	O35906	1
ENSMUST00000191768	Q8BRH0	0
ENSMUST00000204162	Q924T7	0
ENSMUST00000188950	Q6J1H4	1
ENSMUST00000173157	P35582	1
ENSMUST00000197030	P22091	1
ENSMUST00000207290	P08775	1
ENSMUST00000190129	Q71M36	0
ENSMUST00000213173	Q9JJH7	0
ENSMUST00000187642	A0A494BAC7	0
ENSMUST00000162890	F6X7B3	0
ENSMUST00000206300	Q80XC3-2	0
ENSMUST00000161447	P70372	1
ENSMUST00000134099	P28700	1
ENSMUST00000185738	E9Q6C1	0
ENSMUST00000198269	Q61286	1
ENSMUST00000088880	Q07076	0
ENSMUST00000213974	Q8BZ94	0
ENSMUST00000131007	Q61550	1
ENSMUST00000123420	Q9Z0Z7	1
ENSMUST00000204883	A6X8I0	0
ENSMUST00000224624	F6TQN1	0
ENSMUST00000134289	P70314	1
ENSMUST00000208503	Q80W22	0
ENSMUST00000181312	P09450	1
ENSMUST00000195082	D3YVI9	0
ENSMUST00000131110	P48432	1
ENSMUST00000234346	Q3V188-2	0
ENSMUST00000193570	P12979	1
ENSMUST00000150540	P10085	1
ENSMUST00000216321	A0A0G2JEK7	0
ENSMUST00000152172	Q5SVI9	0
ENSMUST00000195454	Q60929	1
ENSMUST00000205253	P51960	1
ENSMUST00000233374	B2RQ20	0
ENSMUST00000208332	P51960	1
ENSMUST00000222812	Q6P8J0	0
ENSMUST00000150772	Q04207	1
ENSMUST00000140639	Q62318	1
ENSMUST00000188938	Q03350	0
ENSMUST00000192354	Q61550	1
ENSMUST00000148743	P35583	1
ENSMUST00000204883	P46684	1
ENSMUST00000231382	A0A0N4SV80	0
ENSMUST00000195243	P48432	1
ENSMUST00000155136	P31230	0
ENSMUST00000152494	Q8C050-2	0
ENSMUST00000142322	P70284	1
ENSMUST00000197047	P30731	0
ENSMUST00000221418	Q8VC48	0
ENSMUST00000146755	P48432	1
ENSMUST00000190938	P01101	1
ENSMUST00000229090	G5E8V9-2	0
ENSMUST00000161491	A0A0A6YWT6	0
ENSMUST00000174768	P70372	1
ENSMUST00000189098	P49698-2	0
ENSMUST00000164032	Q3THK7	0
ENSMUST00000235198	O09164	0
ENSMUST00000143857	P01108	1
ENSMUST00000203777	D3YXE5	0
ENSMUST00000161319	P02340	1
ENSMUST00000180530	Q60954	1
ENSMUST00000225995	Q8CDA1-4	0
ENSMUST00000181153	P53566	1
ENSMUST00000154678	D3YXE5	0
ENSMUST00000186180	P17433	1
ENSMUST00000124198	Q9CQJ4	1
ENSMUST00000225283	E9PUJ3	0
ENSMUST00000192066	Q62318	1
ENSMUST00000188186	Q07646-2	0
ENSMUST00000196226	Q4VBF2	0
ENSMUST00000199120	Q8BUN5	1
ENSMUST00000130004	O35185	1
ENSMUST00000152250	P17679	1
ENSMUST00000192600	P11416	1
ENSMUST00000208808	Q5XFR0	0
ENSMUST00000206036	G3X9V9	0
ENSMUST00000197707	P17433	1
ENSMUST00000187986	Q06507	1
ENSMUST00000200437	K4DI69	0
ENSMUST00000161024	Q04207	1
ENSMUST00000205973	Q00322	1
ENSMUST00000224578	P20443	0
ENSMUST00000200281	G3UWS3	0
ENSMUST00000125853	Q91VL8	1
ENSMUST00000210432	Q3UHH4	0
ENSMUST00000142249	Q64287	1
ENSMUST00000186695	P63058	1
ENSMUST00000185323	O88962	0
ENSMUST00000205198	P01108	1
ENSMUST00000208503	J3QNF4	0
ENSMUST00000204469	P06537	1
ENSMUST00000211727	F6R7Y0	0
ENSMUST00000229509	Q8CHK4-2	0
ENSMUST00000178699	P42232	1
ENSMUST00000231925	D3Z7P3	0
ENSMUST00000205925	P20263	1
ENSMUST00000138108	P70255	1
ENSMUST00000194340	K7N5U4	0
ENSMUST00000207562	Q8BVD5-5	0
ENSMUST00000144501	Q6NZJ6	0
ENSMUST00000196660	Q5NCY0	1
ENSMUST00000191222	P63058	1
ENSMUST00000143070	A0A286YCU0	0
ENSMUST00000209747	Q61771	0
ENSMUST00000150149	D3YWC7	0
ENSMUST00000151337	P19426	1
ENSMUST00000219217	F7AST3	0
ENSMUST00000188821	Q3UGV4	0
ENSMUST00000152784	Q02780-3	0
ENSMUST00000189074	A0A1D5RM54	0
ENSMUST00000204426	Q03401	0
ENSMUST00000199177	P97436	1
ENSMUST00000187473	Q80W68	0
ENSMUST00000127763	Q02248	1
ENSMUST00000191885	P08046	1
ENSMUST00000180569	Q61169	1
ENSMUST00000188852	Q62431	1
ENSMUST00000190515	Q7TRB1	0
ENSMUST00000140754	B1AUQ5	0
ENSMUST00000195951	Q9CQJ4	1
ENSMUST00000187479	P70255	1
ENSMUST00000149224	A0A140LJF0	0
ENSMUST00000151703	Q9QYB1	0
ENSMUST00000231223	P97287	0
ENSMUST00000185385	Q3T9T6	0
ENSMUST00000208351	P42227	1
ENSMUST00000198001	Q08122-2	0
ENSMUST00000192178	Q9Z148	1
ENSMUST00000183536	A0A571BDL1	0
ENSMUST00000210380	A0A1B0GR06	0
ENSMUST00000216221	Q8BYK6	0
ENSMUST00000151754	Q8VIG1	1
ENSMUST00000142163	Q5SVI1	0
ENSMUST00000191531	Q6ZPV2	1
ENSMUST00000200927	P08152	1
ENSMUST00000145030	Q3U481	0
ENSMUST00000207840	Q8K2W9	0
ENSMUST00000128078	Q61164	1
ENSMUST00000125829	P15037	1
ENSMUST00000182423	P15314	1
ENSMUST00000131198	P08046	1
ENSMUST00000194001	Q80U70	1
ENSMUST00000198414	P15066	1
ENSMUST00000230869	E9Q0M3	0
ENSMUST00000149608	P23204	1
ENSMUST00000122978	Q9JHE7	0
ENSMUST00000231637	E9QAG7	0
ENSMUST00000209998	D3YYB1	0
ENSMUST00000137546	P19091	1
ENSMUST00000233047	A0A0R4J1F8	0
ENSMUST00000152229	P49698	1
ENSMUST00000190910	Q62318	1
ENSMUST00000198583	E9QNK5	0
ENSMUST00000154530	Q64249	1
ENSMUST00000124976	P27577	1
ENSMUST00000144981	Q8C5U4	0
ENSMUST00000182046	Q6P1G2-3	0
ENSMUST00000218796	Q9CZS1	0
ENSMUST00000166507	Q07802	1
ENSMUST00000188938	Q8VFW9	0
ENSMUST00000230042	Q8CFE4	0
ENSMUST00000125577	P50540	1
ENSMUST00000192479	A0A087WSI9	0
ENSMUST00000142835	Q91Y44	1
ENSMUST00000155180	A0A087WQI3	0
ENSMUST00000173677	P70326	1
ENSMUST00000135990	Q5SS80	0
ENSMUST00000127688	A0A3B2WCZ3	0
ENSMUST00000146250	Q64287	1
ENSMUST00000177547	Q60520	1
ENSMUST00000126237	P17679	1
ENSMUST00000190863	P48755	1
ENSMUST00000134014	Q80VR2	1
ENSMUST00000176061	P11416	1
ENSMUST00000192234	P15037	1
ENSMUST00000209340	O70126	1
ENSMUST00000218916	Q99JX3-2	0
ENSMUST00000236646	H7BX15	0
ENSMUST00000203699	P28235	0
ENSMUST00000132861	Q3UV55	1
ENSMUST00000223730	I1E4X6	0
ENSMUST00000202533	Q60611	1
ENSMUST00000191400	Q9CQJ4	1
ENSMUST00000196002	D3Z0I5	0
ENSMUST00000160030	P09633	1
ENSMUST00000229156	Q80ZQ5-2	0
ENSMUST00000146334	P28033	1
ENSMUST00000028621	Q80WB0	0
ENSMUST00000236863	Q6PDM2-2	0
ENSMUST00000147006	Q8R255	0
ENSMUST00000192444	Q00493	0
ENSMUST00000126999	P01108	1
ENSMUST00000198035	P11416	1
ENSMUST00000129089	O70546	1
ENSMUST00000152254	Q9CXD9	0
ENSMUST00000200819	O70546	1
ENSMUST00000219536	Q497J8	0
ENSMUST00000148122	P25799	1
ENSMUST00000202171	Q61550	1
ENSMUST00000222401	Q60654	0
